# tic,pred,gt,tpeak
25132694,0.007854,0.000000,1369.8523287092
92138131,0.008061,0.000000,1369.8569774580
160074646,0.000024,0.000000,1371.2825207367
150145456,0.075914,0.000000,1327.1118588103
25243422,0.001965,0.000000,1326.8359605644
92877752,0.011341,0.000000,1345.8095307419
126748132,0.014320,0.000000,1341.7688402673
237910557,0.000134,0.000000,1359.8471878869
32089522,0.000013,0.000000,1355.0858397418
114851071,1.000000,1.000000,1380.4608874624
220536421,0.028818,0.000000,1331.9986617680
231907973,0.013670,0.000000,1332.3058075931
231831315,0.001712,0.000000,1334.3898598074
118585716,0.000000,0.000000,1376.5612296829
149347480,0.035017,0.000000,1360.3985661778
88246378,0.000632,1.000000,1352.8199546012
207140650,0.011278,0.000000,1364.4366890266
220539110,0.014530,0.000000,1363.8602212032
147250411,0.000001,0.000000,1325.4397915068
33881250,0.002332,0.000000,1351.7231816734
61178260,0.000001,0.000000,1336.8955744318
237338543,0.137659,0.000000,1344.7731144671
139804696,0.000330,0.000000,1349.4503249683
149248196,0.229396,1.000000,1329.9667146540
220476782,0.023398,0.000000,1331.0441509691
229013887,0.000010,0.000000,1331.9122586220
167812509,1.000000,1.000000,1364.6060522658
471012589,0.015574,0.000000,1331.3299864090
38820496,0.000039,0.000000,1352.5777427763
237940278,0.000001,0.000000,1379.6150637443
92136299,0.025315,0.000000,1364.5707782270
8991030,0.000069,0.000000,1359.0457143872
2761472,0.000622,0.000000,1371.7889351826
117517652,0.582528,1.000000,1344.5643832228
234305872,1.000000,1.000000,1374.1769140613
80261924,0.006377,0.000000,1370.4192621599
161384122,0.002464,0.000000,1330.4929813638
206353405,0.006302,0.000000,1355.4403489800
149248196,0.001412,0.000000,1358.7543350246
234305155,0.023427,0.000000,1338.2671523320
52019004,0.310546,0.000000,1342.0455460543
120488589,0.000927,0.000000,1356.2115818025
30186108,0.001023,0.000000,1370.4158278218
102032397,0.002548,0.000000,1380.1884746333
231828950,0.000004,0.000000,1325.4368999321
55525518,0.002051,0.000000,1334.1042992253
207172859,0.000052,0.000000,1363.1810696953
92877691,0.000006,0.000000,1336.8957646703
140859822,1.000000,1.000000,1352.8464803554
167207809,0.013880,0.000000,1360.9552844262
55525518,0.166836,0.000000,1354.5281939328
238183068,0.002510,0.000000,1333.2680542974
77041173,0.000000,0.000000,1376.8395946917
220570408,0.999812,1.000000,1341.8237057850
38585053,0.000016,0.000000,1360.6787158783
38681518,1.000000,1.000000,1380.6661717264
177165867,0.039477,0.000000,1372.3882614311
201878287,0.994708,1.000000,1360.0410033775
139825198,0.017509,0.000000,1350.5961547101
237940278,0.000000,0.000000,1355.6441205532
229147922,0.000140,0.000000,1355.7154868847
234307350,0.000000,0.000000,1355.6448643796
38681518,0.000000,0.000000,1336.6062278578
25078924,0.001337,0.000000,1342.8953747624
231835378,0.999322,1.000000,1343.0204433612
231061242,0.013610,0.000000,1356.2081404786
201251167,0.000289,0.000000,1378.2533856319
149175965,1.000000,1.000000,1379.6697172299
99566892,1.000000,1.000000,1346.0209217904
80453023,0.006441,0.000000,1376.8385427236
126805047,0.000478,0.000000,1345.4896902577
206609630,0.006264,0.000000,1378.7804654813
220536421,0.243720,1.000000,1374.2616637927
30186108,0.000096,0.000000,1362.8991764117
234506911,1.000000,1.000000,1351.1098096162
141771691,0.053443,0.000000,1325.4353975163
167814740,0.000000,0.000000,1325.7116613925
197829751,0.001698,0.000000,1359.3389326746
206327047,0.000006,0.000000,1380.1757838903
88246378,1.000000,1.000000,1349.2227852772
232082780,0.008660,0.000000,1328.5491649608
5676537,0.970595,1.000000,1365.9972774698
33837062,1.000000,1.000000,1373.2756751479
149103941,0.000044,0.000000,1345.1529331328
33881250,0.000488,0.000000,1362.6188737182
229142295,0.929740,1.000000,1376.9516134942
80453023,0.001000,0.000000,1368.7455236528
220417260,0.000377,0.000000,1374.3396575075
167602025,0.038408,0.000000,1362.8964857143
167344197,0.009135,0.000000,1344.5818559482
53976470,0.049442,0.000000,1351.7262902887
230982053,0.008376,0.000000,1369.0209390594
71335815,0.995617,1.000000,1325.5963671842
2760232,1.000000,1.000000,1359.7928779732
180412528,0.144355,0.000000,1335.4925105952
102086756,0.000190,0.000000,1372.6745752862
201792346,1.000000,1.000000,1367.0829234015
38680132,0.000974,0.000000,1359.8425060745
114851071,0.999650,1.000000,1363.5996302417
12996375,0.000000,0.000000,1355.9289837894
55525518,0.000005,0.000000,1373.7784295947
31780319,0.003243,0.000000,1374.8930230303
115151897,0.043473,0.000000,1343.1759851462
197891904,0.000643,0.000000,1360.1220511955
228507309,0.000156,0.000000,1355.0899155804
229071346,0.010473,0.000000,1376.8396135109
52242947,0.043100,0.000000,1337.0704255718
231910539,0.005358,0.000000,1331.3279750364
32090583,1.000000,1.000000,1350.9969505424
220557560,0.000067,0.000000,1344.0599381728
31381302,0.001309,0.000000,1354.8071397017
99494149,0.000468,0.000000,1345.0944917000
197866263,1.000000,1.000000,1369.5487746001
167695269,0.000013,0.000000,1337.1966001860
228508202,0.000012,0.000000,1372.9541223588
207082763,0.999992,1.000000,1347.0177094908
53726408,0.000304,0.000000,1337.1736412624
71274771,0.005941,0.000000,1334.6716885223
167344029,1.000000,1.000000,1378.9190822623
167344197,0.006782,0.000000,1328.5625462174
32089522,0.000238,0.000000,1360.9566485701
231828370,0.998181,1.000000,1335.2773781356
32150630,0.000188,0.000000,1327.4176018764
150167319,0.000000,0.000000,1364.8426828771
237885807,0.008450,0.000000,1350.9817896375
211414575,0.000000,0.000000,1345.6831753559
206609630,0.000207,0.000000,1341.7664746768
231914259,0.008672,0.000000,1357.9585962970
31798493,1.000000,1.000000,1335.3804712763
206283441,0.000000,0.000000,1365.9667042857
234506911,0.012636,0.000000,1375.1137264248
32068500,1.000000,1.000000,1356.9705911652
141975926,0.999996,1.000000,1336.4240558672
99566892,1.000000,1.000000,1326.6805706176
179040607,1.000000,1.000000,1378.4572789298
237339854,0.091379,0.000000,1350.8730290666
77004378,0.000008,0.000000,1359.2897975372
149445580,0.001859,0.000000,1357.0639331099
70763008,0.000328,0.000000,1360.9604935803
38820496,0.000022,0.000000,1376.2814721029
91478103,0.005612,0.000000,1331.0493447106
207199350,0.014918,0.000000,1370.9866395378
102086756,0.000321,0.000000,1379.3370672542
53752822,0.000215,0.000000,1340.6389300830
141423634,0.000270,0.000000,1374.3362964819
220557560,0.001471,0.000000,1373.7531737378
38585053,0.000015,0.000000,1377.6746880284
142086812,0.004147,0.000000,1375.8373327868
38586438,0.002192,0.000000,1337.9881107249
150359982,0.012290,0.000000,1336.6048561742
33878971,0.000025,0.000000,1365.1591470627
144406668,0.012775,0.000000,1363.0599142930
167422188,0.005889,0.000000,1363.4566470717
206502540,0.018526,0.000000,1371.2226825755
228508202,0.000001,0.000000,1380.1777154636
175456846,0.140944,0.000000,1375.4558996784
50311775,0.000082,0.000000,1358.1934968472
183588878,0.000363,0.000000,1362.0664015637
38515801,0.000299,0.000000,1351.1509053453
141945750,1.000000,1.000000,1326.5503374163
220538891,0.004278,0.000000,1342.0460522111
101963752,0.004338,0.000000,1365.6316008136
5727213,1.000000,1.000000,1355.4277393633
38585053,0.000040,0.000000,1373.2316041391
224272527,0.019132,0.000000,1361.2616443417
145964181,0.000671,0.000000,1379.0609337482
70763008,0.001920,0.000000,1363.1841326730
154616669,0.000131,0.000000,1373.3660342512
115242296,0.000000,0.000000,1360.6836803707
231631020,0.021574,0.000000,1338.2697734353
167344043,1.000000,1.000000,1326.4681003739
141975926,0.999996,1.000000,1336.4240558672
231914259,1.000000,1.000000,1376.4346964133
38698751,0.000047,0.000000,1377.6745244367
53976470,0.000001,0.000000,1327.4219632737
139841210,0.020729,0.000000,1345.1560138114
12423835,1.000000,1.000000,1355.9868313232
61178249,0.000025,0.000000,1349.7623173762
237910557,0.004273,0.000000,1336.6080470983
71335815,0.004052,0.000000,1343.4533789231
92564714,0.000379,0.000000,1332.9944641837
31747041,0.029559,0.000000,1366.2542507664
237940278,0.000000,0.000000,1374.8928383330
220557792,0.007824,0.000000,1345.7113477943
234305155,0.035887,0.000000,1371.8350737484
149988104,0.001552,0.000000,1357.3426905587
231867117,0.004917,0.000000,1360.6614146771
231828950,0.001332,0.000000,1363.1166076255
156084049,0.020610,0.000000,1372.3924933896
197829751,1.000000,1.000000,1377.7322942424
231910539,0.999999,1.000000,1356.9781083386
141096071,0.006443,0.000000,1359.2852367349
150432211,0.000069,0.000000,1362.6188649967
80080784,0.001537,0.000000,1330.4941834797
117512124,0.010903,0.000000,1336.8962985505
147250411,0.000000,0.000000,1346.2675108266
167305187,1.000000,1.000000,1357.6815567666
150188736,0.010830,0.000000,1332.9882459099
49619607,0.887477,1.000000,1358.0263689777
139825198,0.011517,0.000000,1329.7033472944
31780319,0.003228,0.000000,1369.2972192034
38586438,0.001232,0.000000,1333.8255521249
139131482,0.998907,1.000000,1332.3933876856
29779873,1.000000,1.000000,1339.8398222597
49619607,0.777232,1.000000,1361.8694851290
198034151,0.000095,0.000000,1375.3180362102
229145550,0.025981,0.000000,1375.1449656297
229151691,0.100360,0.000000,1374.2238667208
89543390,0.014454,0.000000,1365.9679017753
220433363,1.000000,1.000000,1373.7242631186
167525513,0.000001,0.000000,1344.2090305140
207080123,1.000000,1.000000,1352.9897094614
177116487,0.006561,0.000000,1376.5563680132
70775324,0.171252,0.000000,1368.7452843517
141423634,0.000020,0.000000,1345.6157885957
167696018,0.003272,0.000000,1343.4464677061
207172859,0.003417,0.000000,1357.7379148421
143822655,0.021286,0.000000,1325.9963527979
139825198,0.020278,0.000000,1326.8352817024
33837062,0.000155,0.000000,1350.5927028574
5640393,0.443200,1.000000,1380.6915239708
201857950,0.999999,1.000000,1359.5300879970
177389302,0.000003,0.000000,1325.7131299453
141914082,0.162687,0.000000,1344.6987616608
139825198,0.022830,0.000000,1336.3325015718
198034151,0.000027,0.000000,1359.5427331526
38937499,0.012573,0.000000,1374.0606095374
166852312,0.031015,0.000000,1375.1469324891
198003939,0.000424,0.000000,1373.2346199134
29780677,0.000044,0.000000,1344.9925641560
231857003,0.000320,0.000000,1331.0465241884
50232454,0.000000,0.000000,1366.2557967022
55525518,0.000004,0.000000,1379.8951516138
167087044,0.000035,0.000000,1357.3428491329
41789657,0.003724,0.000000,1362.6219269795
89502708,0.026125,0.000000,1354.2551310059
229807051,1.000000,1.000000,1335.4587214957
5640393,0.999967,1.000000,1359.4542111551
232083054,1.000000,1.000000,1331.6617270552
47424873,0.001600,0.000000,1365.5400118076
70798821,0.000000,0.000000,1362.6228043241
207138379,1.000000,1.000000,1366.5201066440
188626183,0.000000,0.000000,1364.7139452319
176873028,0.034126,0.000000,1327.4168636961
220539110,0.005018,0.000000,1379.0574754104
141914082,0.800447,1.000000,1343.2723839520
31779649,0.003178,0.000000,1341.5874866456
55453391,1.000000,1.000000,1334.0476598465
50345701,0.021669,0.000000,1334.6685300623
140045538,0.995394,1.000000,1340.4907318939
232083054,1.000000,1.000000,1361.0091181811
5727213,1.000000,1.000000,1373.0472175589
231267979,1.000000,1.000000,1340.2738569291
150393064,0.000964,0.000000,1326.5491972207
167163906,0.040168,0.000000,1377.7664275989
177352893,0.000213,0.000000,1332.9894797472
88246378,0.001403,0.000000,1341.1548020118
31108599,0.000517,0.000000,1334.3878623958
140045537,0.000293,0.000000,1330.4935219011
38698751,0.000013,0.000000,1362.8980631811
70775324,0.000190,0.000000,1378.7827394169
229098638,0.014337,0.000000,1365.4079188409
139285666,0.026211,0.000000,1358.1906871243
234506344,0.001384,0.000000,1365.3151584337
140045538,0.999998,1.000000,1344.7379006968
31381302,0.020073,0.000000,1341.4738990702
141807839,1.000000,1.000000,1377.9540487714
201250285,0.013670,0.000000,1346.2661033024
220429097,1.000000,1.000000,1334.9347205331
167089430,0.025440,0.000000,1329.4043361677
220557792,0.013710,0.000000,1358.1878777081
33864387,0.015457,0.000000,1360.1703192442
220539110,0.023704,0.000000,1332.1986443764
31798732,0.005767,0.000000,1355.9235744503
471012589,0.971035,1.000000,1336.8382989147
231914259,0.999769,1.000000,1335.3654846165
209396749,0.000958,0.000000,1327.1179194958
201938513,1.000000,1.000000,1359.9256385458
47465993,0.988419,1.000000,1373.1705106518
230982053,0.014619,0.000000,1375.2473136747
167524563,0.012871,0.000000,1350.0397189937
141096071,0.000665,0.000000,1364.5657306558
31381302,0.000707,0.000000,1337.9878135101
197891904,0.000084,0.000000,1372.6722151065
206556127,0.999979,1.000000,1334.2609619898
25078924,0.003040,0.000000,1376.5580168504
197829751,0.000920,0.000000,1356.4972022174
198003939,0.003652,0.000000,1363.7525647879
129646813,0.000001,0.000000,1345.5717656113
220429097,0.000796,0.000000,1331.6166040790
47424873,1.000000,1.000000,1376.1591983067
158595208,1.000000,1.000000,1356.7406024859
231867117,0.996038,1.000000,1340.4878290976
161175802,1.000000,1.000000,1338.0682563369
31633878,0.002305,0.000000,1352.0070778431
149103941,0.002124,0.000000,1328.8250581170
150393064,0.006080,0.000000,1331.0436590148
27955268,0.000006,0.000000,1369.3026623715
220539110,0.026854,0.000000,1339.8001817563
115242300,1.000000,1.000000,1373.3879542440
70742156,0.001067,0.000000,1361.7896941915
116157661,1.000000,1.000000,1361.3974849982
102064049,0.000000,0.000000,1366.2566744370
150100421,0.004380,0.000000,1352.7314943926
52194976,0.000007,0.000000,1363.7537508092
117512124,0.008242,0.000000,1343.1754968528
234547938,0.011201,0.000000,1357.6278409078
142052876,0.000019,1.000000,1335.3241802683
234523931,0.000178,0.000000,1347.1124989788
207132076,0.013168,0.000000,1378.7799805462
121420805,0.002424,0.000000,1349.7615133532
52194976,0.000153,0.000000,1357.0663132212
232073219,1.000000,1.000000,1373.5032624728
70798821,1.000000,1.000000,1358.6533135543
166787846,0.000056,0.000000,1364.3052560695
176873028,0.013670,0.000000,1340.3542183242
220473309,0.835031,1.000000,1356.8335783132
117517652,0.012142,0.000000,1332.2017872191
38820496,0.000554,0.000000,1373.7801484840
234290432,0.995633,1.000000,1344.5684689703
201226029,0.000251,0.000000,1339.8024439957
179369970,0.026609,0.000000,1327.1130326418
25200252,0.002260,0.000000,1342.5098359014
7151484,1.000000,1.000000,1359.2249444763
234334620,0.000000,0.000000,1375.7351635887
89529498,0.013316,0.000000,1378.2553438044
12474920,1.000000,1.000000,1376.4842143930
33880418,0.000000,0.000000,1371.8340443724
207080123,0.000848,0.000000,1342.3399379460
228507309,1.000000,1.000000,1374.6888520674
150187916,0.008878,0.000000,1344.0189522224
219176544,0.000786,0.000000,1329.7126661689
149248196,0.010930,0.000000,1329.6250452642
38698751,0.003626,0.000000,1346.8256974466
70798821,0.000248,0.000000,1374.8964307188
234495456,0.000386,0.000000,1344.8641091639
167344043,0.028023,0.000000,1334.6694365843
12509218,0.999990,1.000000,1373.3299853069
220536421,0.040623,0.000000,1336.7973694428
31850842,0.002032,0.000000,1364.2861017523
231631020,0.026384,0.000000,1332.9934634640
237928028,0.012651,0.000000,1369.8526449795
70744320,0.999580,1.000000,1356.6659860789
197933191,0.000130,0.000000,1364.2859579570
31852565,0.002291,0.000000,1345.4304816375
12393800,0.001522,0.000000,1373.2383788583
229147247,0.000914,0.000000,1374.6169733031
167549764,0.000278,0.000000,1347.2827149331
5725904,0.000000,0.000000,1357.5291912428
12474920,1.000000,1.000000,1379.5869771512
49619607,0.029380,0.000000,1362.9347764268
167344196,0.034457,0.000000,1342.0429849654
150359500,1.000000,1.000000,1335.1728397828
12996375,0.000000,0.000000,1376.5621153982
229147247,0.000005,0.000000,1356.7876107036
32090583,0.001068,0.000000,1366.6747208272
220557792,0.001456,0.000000,1359.5656670390
231910539,0.002429,0.000000,1345.4420094110
126805047,0.001404,0.000000,1331.9121198078
92877691,0.000086,0.000000,1341.1985022751
32052779,0.000151,0.000000,1372.3900469950
12359032,0.008385,0.000000,1366.6633696048
70761819,0.000320,0.000000,1374.6187313325
238194430,1.000000,1.000000,1355.0761537230
207082763,1.000000,1.000000,1341.9913378231
234305155,0.030532,0.000000,1377.1155542887
142082467,0.000017,0.000000,1370.7067275519
218973487,0.000103,0.000000,1359.3982222328
232073492,0.000452,0.000000,1341.2715669099
117510145,0.053333,1.000000,1346.1090215689
142082942,0.000120,0.000000,1363.1804628879
201752612,0.000003,0.000000,1363.7553024191
177165867,0.043477,0.000000,1374.0577020661
204450571,0.000000,0.000000,1349.7734523081
166972537,0.021363,0.000000,1360.3984772578
232083054,0.001342,0.000000,1369.0201783766
2760232,1.000000,1.000000,1368.7749679325
220536421,0.743769,1.000000,1333.3417493886
197829751,1.000000,1.000000,1377.7253497198
231061242,0.023343,0.000000,1365.9666025504
238183068,0.000165,0.000000,1381.0438093624
167602025,0.007222,0.000000,1325.9909763452
41858253,0.009724,0.000000,1365.4080115885
61178260,0.004324,0.000000,1336.3316746736
55269690,0.001050,0.000000,1337.6001951905
188573066,0.001554,0.000000,1363.4625888643
177389302,0.000217,0.000000,1346.6433379973
32032816,0.000000,0.000000,1369.8525744365
224272527,0.009494,0.000000,1376.8392303657
220557560,1.000000,1.000000,1372.3767861365
229145550,0.004871,0.000000,1375.7046908466
150432211,0.004275,0.000000,1369.2952799733
139841210,0.005996,0.000000,1350.0392455510
41112771,0.011803,0.000000,1331.6167268862
207138379,1.000000,1.000000,1358.1213747061
55269690,0.005879,0.000000,1347.4572315122
5676537,0.005529,0.000000,1378.2985204815
167602025,0.002489,0.000000,1357.6228611614
47337894,0.000387,0.000000,1370.4220155918
207147334,0.003344,0.000000,1358.7476838278
201861769,0.000070,0.000000,1374.0606671464
32090581,0.000032,0.000000,1333.5482568710
197866266,0.003614,0.000000,1360.9986195775
33880418,1.000000,1.000000,1359.5147404610
25081629,0.000000,0.000000,1369.2968305762
140039144,0.016288,0.000000,1340.0811324746
5725904,0.000013,0.000000,1360.9625654817
220432563,0.000400,0.000000,1342.9681843943
141423634,0.000246,0.000000,1372.9488127538
140859822,0.005871,0.000000,1332.9896765059
176955267,0.003016,0.000000,1366.0649200419
114819903,0.000676,0.000000,1375.8844620288
142107618,0.000188,0.000000,1358.7431377223
50274085,0.000000,0.000000,1343.1727834516
167422188,0.003765,0.000000,1378.2495984851
55269690,0.002831,0.000000,1378.1727120446
207080123,0.007000,0.000000,1335.4955546653
47337894,0.000227,0.000000,1377.6787425049
219326123,0.209094,0.000000,1341.1973095362
197961755,0.000000,0.000000,1342.0472203589
139990632,0.000000,0.000000,1351.7251999218
198076334,0.001821,0.000000,1356.2064233618
114858562,0.000000,0.000000,1369.0233515411
232083054,0.000033,0.000000,1364.9924327540
201250285,0.011529,0.000000,1330.4922734019
114819903,0.001183,0.000000,1361.2051137864
141212720,0.002041,0.000000,1356.2059689009
66472244,0.033943,0.000000,1370.1428682095
201858667,0.001377,0.000000,1372.3913573486
229142295,0.001061,0.000000,1374.0613373576
32090581,0.000007,0.000000,1332.5038029583
115693552,0.000000,0.000000,1362.0669454598
147302016,0.026545,0.000000,1333.5520970707
55525518,0.000002,0.000000,1333.2667884530
114818487,0.000001,0.000000,1375.7372698322
114985772,1.000000,1.000000,1338.2954482466
197884260,0.000020,0.000000,1354.5289614679
231277216,0.001302,0.000000,1374.6163807717
31798493,0.000000,0.000000,1327.1137204059
238183068,0.845440,1.000000,1354.2456479598
237880881,0.000008,0.000000,1369.0220678377
167086201,0.028327,0.000000,1370.7080395620
32090581,0.000016,0.000000,1346.3066587830
55663720,0.000946,0.000000,1379.4186984468
220570408,0.927668,1.000000,1343.2292787460
145964181,0.000766,0.000000,1362.8542673333
229147927,0.000962,0.000000,1364.3114990717
201858667,0.009258,0.000000,1365.9635136445
31779649,0.000328,0.000000,1360.9596862765
115242296,0.000001,0.000000,1357.0683401681
149216532,0.000001,0.000000,1330.4888129108
29830830,0.014206,0.000000,1334.1645741033
183562569,0.000607,0.000000,1368.7445693534
38633462,0.000258,0.000000,1331.6170849008
33949202,0.003337,0.000000,1373.1246250940
166835568,0.019849,0.000000,1358.8939307910
70761819,0.000149,0.000000,1362.0673316844
9210746,0.008789,0.000000,1377.7012389076
31852565,0.000169,0.000000,1346.8249258546
147250411,0.000567,0.000000,1339.8037166649
231835378,0.001226,0.000000,1368.7426750257
197866266,0.001769,0.000000,1360.7194471491
13060575,0.018886,0.000000,1372.3941857803
238194430,0.999999,1.000000,1345.5428989591
177165867,0.016921,0.000000,1340.3537328798
201248233,0.000009,0.000000,1362.6217058837
177165867,0.016162,0.000000,1342.8953827768
177352893,0.002654,0.000000,1350.9933147590
52019004,0.023418,0.000000,1377.6451258566
